Intensity,DB dIM,dRetention
227699.88,-0.0618,46.4801
226858.95,-0.1223,39.4829
222073.92,0.0022,50.3803
211918.14,-0.0892,46.6778
210885.67,-0.1289,40.4639
198332.88,-0.0686,49.5047
193940.08,-0.1245,40.1757
193463.2,-0.1206,38.5135
189639.52,0.0047,46.9556
157177.47,0.0009,45.7149
93618.375,0.0017,49.6328
81621.13,0.0634,45.0834
37727.805,-0.0029,52.7652
35874.36,-0.0044,51.1838
35574.527,0.0624,49.5046
26348.123,0.0605,48.3373
20839.93,-0.0047,54.5821
18476.691,-0.0043,56.4545
18239.488,0.062,56.9308
8742681,0.0531,-82.2563
8717063,0.0297,-85.7558
8604157,0.0332,-80.8725
8597866,0.0458,-80.8725
8191940.5,0.0249,-85.5369
8121920.5,0.0246,-88.0884
7664898,0.023,-86.703
7463998.5,0.0393,-81.0748
7458708,0.0234,-78.7406
7387074,0.0253,-84.5727
7204270.5,0.0201,-89.0363
7126412.5,0.0447,-79.5316
7121742.5,0.0289,-83.0308
7027117.5,0.0228,-90.4201
7008384.5,0.0215,-86.9057
6957674,0.0215,-86.5288
6769756,0.0211,-88.0721
6629469.5,0.022,-87.6957
6413218.5,0.0226,-88.8616
6401257.5,0.0254,-63.5902
6199954,0.0208,-90.028
6104698,0.0183,-90.4052
5632097.5,0.0268,-56.381
5458886.5,0.0242,-60.0805
4945056,0.0264,-55.6897
4597418.5,0.0234,-80.4711
4597418.5,0.0236,-80.4711
4552937,0.0225,-77.4467
4492153,0.022,-79.7807
4425072,0.0208,-83.9705
4412016,0.0189,-80.9469
4308431,0.0226,-58.5384
4266258.5,0.0202,-83.279
3797807.8,0.0119,-96.2522
3651095.2,0.0227,-55.9809
3140960,0.013,-88.6358
2837603.2,0.0197,-52.9559
2751153.5,0.017,-74.05
2745393.2,0.0178,-75.2163
2669943,0.0164,-78.7136
2669186.5,0.0184,-75.2802
2657160.8,0.0162,-76.4448
2621643.8,0.0214,-77.6121
2584454.8,0.0177,-78.7785
2453289,0.0316,-80.3241
2452442.2,0.0245,-81.4911
2452428.2,0.0419,-80.3241
2451302.8,0.0374,-81.4911
2317147,0.0233,-84.9895
2317147,0.0218,-84.9895
2234166.8,0.0288,-86.156
2230605,0.0138,-82.2133
2208000.8,0.0148,-81.111
2141090,0.0223,-87.3221
2027948.5,0.0201,-50.721
1950558.4,0.0065,-86.7781
1666942.5,0.0143,-50.7884
1465530.4,0.0161,-75.5279
1461221.6,0.0164,-74.362
1438961.6,0.0138,-75.4882
1438961.6,0.0146,-75.4882
1431460,0.0124,-93.1534
1427815.6,0.0152,-79.0261
1368954.4,0.0138,-78.9871
1266547.2,0.014,-81.3192
1215266.9,0.0156,-81.3598
975995.25,0.0104,-51.0365
973131.1,0.0126,-98.5681
832915.75,0.0143,-68.0916
832360.3,0.0171,-70.206
831376.06,0.0175,-72.5384
827342.3,0.0174,-73.9241
825076.8,0.0164,-50.9929
813972.5,0.0152,-76.0372
762813,0.0166,-77.423
725372.8,0.0176,-78.5898
700683.2,0.0155,-79.5354
219719.92,0.0169,-72.0339
207600.64,0.0152,-74.1845
185433.3,0.0153,-76.6975
131054.164,0.0157,-77.6835
110980.35,0.0131,-71.1599
92657.555,0.0127,-75.8297
70931.93,0.0168,-117.2452
68580.88,-0.1898,-84.5894
66990.38,0.0325,-117.2452
64526.887,-0.1769,-80.8725
64355.824,0.0175,-129.3168
63896.152,-0.1981,-80.8725
60354.83,0.0163,-134.7397
56705.12,0.0125,-130.4829
56357.902,0.0206,-112.9851
53784.06,0.0137,-132.188
48551.008,-0.1914,-81.8646
47477.8,0.0166,-133.3547
47105.207,0.0098,-72.583
47048.438,0.0186,-133.1801
46180.863,0.0183,-116.0622
44371.902,0.0081,-73.6356
43575.035,0.014,-134.5204
43511.85,0.017,-132.3883
42688.86,0.0285,-110.248
42625.945,0.0193,-133.5544
42086.77,0.0195,-116.8524
41714.2,0.0186,-114.6909
39075.117,0.0166,-134.3461
32387.344,0.0262,-108.8628
27825.6,-0.1911,-80.3241
27354.756,0.0203,-120.2616
24804.537,0.018,-114.4301
24063.455,0.0073,-70.3086
23571.975,0.004,-71.2822
22826.213,0.0137,-110.1054
17400.89,0.0134,-126.4337
14868.294,0.0089,-106.7708
13427.996,0.0103,-107.9381
12392.262,0.0357,0.2902
12296.702,0.0157,-109.1047
10903.324,0.0267,3.7885
10540.508,0.0263,4.9549
10445.344,0.0313,1.4558
10191.201,0.0294,-0.224
9141.536,0.0156,-107.8719
8951.865,0.0219,-19.6646
8633.457,0.0391,-0.876
8405.098,0.0395,-2.7316
8390.842,0.0421,-2.0421
8203.753,0.0245,4.2648
8184.23,0.0353,-2.1707
8039.0166,0.0381,-3.3359
7460.1484,0.0164,-109.0373
7120.0874,0.0447,-5.6697
6108.9863,0.0094,-105.811
3861.495,0.0109,-107.018
8446108,,
8280146.5,,
8040883.5,,
7853329.5,,
7763542,,
7445326.5,,
7292579.5,,
7262791.5,,
7237950.5,,
7089542,,
6908761.5,,
6773494.5,,
6590680.5,,
6479861.5,,
6462926,,
6414488,,
6375956,,
6264894.5,,
6262029.5,,
6247790.5,,
6173334,,
6165998.5,,
6163609.5,,
6139719.5,,
6052414,,
6010906,,
5934414,,
5742878.5,,
5726686,,
5611822.5,,
5339583,,
5216313,,
5091113.5,,
5040688,,
4792040,,
4720102,,
4578174,,
4411083.5,,
4238002.5,,
4231502,,
4191899.2,,
4166302,,
4166302,,
4138452.8,,
4124881.2,,
4064409.2,,
4025735,,
3984474.8,,
3878762.8,,
3872244,,
3807593.8,,
3784124.8,,
3779286.8,,
3733282.8,,
3575431.2,,
3178349,,
3178030,,
3042463,,
2907452.2,,
2848753.2,,
2705367,,
2447057.5,,
2444013,,
2323147,,
2318192.2,,
2240803.5,,
2212559,,
2192782,,
2192266,,
2166262,,
2157193.5,,
2157113.8,,
1996720.5,,
1988496.6,,
1980322.4,,
1917645,,
1903653.9,,
1886748,,
1883856.4,,
1862637.4,,
1787759.5,,
1770615.6,,
1757121.1,,
1744468.4,,
1739431.6,,
1722651.4,,
1720622.1,,
1718867.5,,
1691187,,
1688066.5,,
1666326.6,,
1652720.6,,
1650816.4,,
1650566.5,,
1601323.9,,
1557889.4,,
1529301.4,,
1511761.6,,
1486152.9,,
1463750.4,,
1444062.4,,
1438654.4,,
1435277.6,,
1427659.6,,
1414789,,
1414781.5,,
1412115.6,,
1354219.2,,
1353148.2,,
1350403.9,,
1340202.5,,
1338950.8,,
1319075.5,,
1318625.6,,
1302367.8,,
1301839.8,,
1286791.8,,
1285085.2,,
1279724.6,,
1279110.5,,
1266608.2,,
1261329.4,,
1256692.4,,
1254925.5,,
1253495.9,,
1232032.4,,
1229052,,
1226829.4,,
1222683.4,,
1216631.4,,
1214497,,
1213294.5,,
1211847.5,,
1204829.9,,
1187650.1,,
1184998.4,,
1177721.2,,
1169910.4,,
1163109.2,,
1136984.1,,
1122799.2,,
1118476.5,,
1109473.4,,
1073011.4,,
1071195.4,,
1070057.4,,
1039680.2,,
1021525.94,,
1004542.8,,
1002671.56,,
997777,,
997637.56,,
982907.56,,
961176.94,,
941919.2,,
925237.5,,
924636.7,,
886865.2,,
873475.7,,
867988.8,,
861586.8,,
832957.7,,
828964.8,,
826092.2,,
819799.8,,
803383.75,,
803290.75,,
794097.75,,
767063.2,,
765764.7,,
758433,,
718270.7,,
702301.75,,
692317.25,,
690186.7,,
688605.25,,
686690.7,,
686383.94,,
674744.44,,
667076.75,,
663666.75,,
650446.1,,
644060.5,,
626225.75,,
625491.5,,
597386.06,,
594118.5,,
590173.3,,
586434.2,,
585664.2,,
557348.7,,
545632.8,,
545122.5,,
521867.84,,
517261.84,,
516517.38,,
491402.4,,
484379.6,,
483265.34,,
475325.25,,
456661,,
448017.88,,
442540.1,,
424280.4,,
424210.47,,
420508.4,,
414946.25,,
413062.66,,
389959.47,,
387760,,
378537.1,,
373430.5,,
373180.12,,
355412.88,,
354766.6,,
348492.2,,
345197.3,,
323685.56,,
323588.56,,
319488.38,,
319483.78,,
315593.6,,
313780.56,,
308766.8,,
306805.25,,
306157.97,,
304016.03,,
300558.06,,
299942.12,,
297864.97,,
297728.62,,
296438.34,,
289249.4,,
289132.7,,
281851,,
281095.8,,
280883.38,,
270873.66,,
269136.84,,
266245.56,,
266038.4,,
265243.9,,
261983.08,,
258719.19,,
252819.8,,
252190.94,,
251156.95,,
249316.92,,
243290.88,,
242364.58,,
241643.55,,
240146.55,,
239810.55,,
239513,,
238109.55,,
236222.17,,
235464.12,,
230612.44,,
228477.31,,
225595.3,,
222987.27,,
216033.92,,
214618.81,,
213067.08,,
211221.27,,
210074.06,,
207060.33,,
205561.58,,
205220.75,,
205098.83,,
204192.23,,
203750.67,,
202657.8,,
202458.9,,
193879.05,,
190984.58,,
190411.27,,
188352.81,,
187690.81,,
182714,,
181245.92,,
177885.95,,
175530.55,,
174919.05,,
171803.38,,
167507.19,,
166901.9,,
166459.03,,
163908.38,,
154297.69,,
150194.38,,
149731.39,,
147550.52,,
144835.33,,
136946.38,,
136420.66,,
136189.67,,
135733.25,,
133953.25,,
130832.65,,
127158.875,,
124861.9,,
123027,,
121727.945,,
120107.97,,
116162.23,,
112776.25,,
112203.47,,
111670.99,,
109447.02,,
107376.336,,
106635.27,,
99709.85,,
99315.164,,
99267.66,,
99220.96,,
97563.48,,
96502.5,,
94558.69,,
94031.914,,
92374.9,,
91606.51,,
89751.31,,
87862.46,,
83059.875,,
81346.43,,
80211,,
79824.06,,
78349.62,,
77424.27,,
74067.64,,
73885.305,,
73329.516,,
70123.63,,
64716.64,,
60583.027,,
59985.484,,
59507.582,,
58967.668,,
58416.168,,
56474.906,,
55658.05,,
54605.426,,
54423.26,,
51995.457,,
51798.76,,
48069.48,,
46927.7,,
45623.824,,
43563.43,,
40682.715,,
40364.83,,
38981.785,,
38890.613,,
36279.746,,
34869.23,,
34138.93,,
34091.98,,
33408.496,,
33080.68,,
32339.318,,
31703.188,,
30939.615,,
30354.88,,
27131.156,,
26684.107,,
26684.107,,
25924.938,,
25811.727,,
25780.898,,
25659.178,,
24931.885,,
24827.979,,
24635.838,,
24505.344,,
24373.602,,
23914.432,,
23182.436,,
22930.115,,
22122.729,,
19729.71,,
19279.7,,
18920.988,,
18908.205,,
18198.215,,
16273.634,,
15476.417,,
14790.967,,
14425.687,,
12511.484,,
12048.388,,
11830.106,,
11344.204,,
11246.737,,
9893.979,,
5772.8135,,
8370300,-0.0002,-4.427
8197032.5,-0.0015,-7.9266
8159517.5,-0.037,3.7372
8122522.5,-0.0049,20.0647
7450508.5,-0.0408,20.0647
7400099.5,-0.0023,0
7321769.5,-0.0347,4.3417
7266210,-0.0029,-10.2584
7161155.5,-1.00E-04,2.0089
7130042.5,-0.0045,-4.665
6791606,-0.0031,-2.6552
6776540.5,-0.045,-6.7607
6746823.5,-0.0437,2.3335
6720026.5,-0.0335,25.6584
6619420.5,-0.0083,24.4925
6483502.5,-0.0068,26.5016
6415650,-0.0453,-1.1661
6410694,-0.0059,-6.1539
6220528,-0.0447,-1.487
5994914.5,-0.0057,-8.1646
5965936,-0.0486,3.7372
5954290.5,-0.0501,-4.427
5935364,-0.0053,-7.3207
5599514.5,-0.0026,0.6395
5547667,-0.0021,1.0687
5444833,-0.0035,-3.5968
5420853,-0.0039,-4.0248
5335196,-0.0502,24.4925
5320011,-0.0406,20.8951
5301190,-0.0519,-3.4996
5222160.5,-0.0521,9.0084
5189302,-0.0379,21.6335
5179790,-0.0513,16.0053
5066429.5,-0.0073,25.1308
4782001.5,-0.0068,-7.0964
4765642,-0.0061,-7.5228
4695824,-0.0083,25.5593
4452790.5,-0.0494,-2.858
4145121.2,-0.0058,-8.2626
3807634.8,-0.0533,16.968
3770261.2,-0.0541,-3.5968
3445888.8,-0.0605,23.3261
3445865.2,-0.0558,5.7338
2550964,-0.0684,22.3966
2346840.5,-0.0674,2.0089
2310288.8,-0.0666,19.5038
2210257.5,-0.0697,3.4994
2117588.8,-0.0368,2.2863
2095987.4,-0.0476,2.8817
2062556.1,-0.0088,7.5461
2041418.6,-0.0066,4.6177
2023939,-0.0103,0.5491
1970456.1,-0.0071,-0.0462
1935973.9,-0.0506,-0.6184
1845971.9,-0.0731,-4.427
1801621,-0.0099,-2.9507
1801035.4,-0.0498,1.1195
1778964.4,-0.0342,26.7762
1753255.6,-0.0108,-4.1159
1665308.4,-0.0756,-3.2615
1639721.4,-0.0384,28.5382
1582071,-0.008,29.1081
1511300.9,-0.0336,29.7043
1458700,-0.0563,-0.0462
1424892.9,-0.0569,9.2828
1347462.5,-0.0737,-0.0972
1342966.2,-0.0078,-3.5453
1255446,-0.013,32.0369
1025433.7,-0.0801,5.7338
938945.25,-0.0813,0.6395
919098.7,-0.0858,14.8389
705597.8,-0.0911,2.0089
685902.25,-0.0423,5.5472
685509.9,-0.0136,4.3808
667930.7,-0.013,8.2723
651107.1,-0.0408,4.7734
641935.9,-0.075,4.0474
610383,-0.0573,5.5472
606852.4,-0.0746,0.5491
593159.94,-0.0578,7.1059
571903.56,-0.0343,0.8822
557148.25,-0.0584,23.4332
540136.6,-0.0612,6.7138
531215.1,-0.0117,1.2751
525604.4,-0.0118,2.4415
500764.6,-0.0773,16.2795
480977.16,-0.0157,28.7913
451930.6,-0.0615,4.7734
425882.97,-0.013,-0.2831
304193.7,-0.0134,32.7627
285908.06,-0.0476,13.4643
271143.72,-0.0463,8.7985
268182.1,-0.0509,13.7011
260421.23,-0.0148,6.7825
259350.92,-0.0185,13.7011
257824.08,-0.0495,8.5055
228445.62,-0.0339,6.1744
219773.62,-0.066,14.8666
205713.61,-0.0193,5.0071
202903.95,-0.0637,12.2979
200231.33,-0.0182,3.8409
198315.95,-0.0185,27.0868
180649.08,-0.0142,2.6157
171894.66,-0.0831,11.3785
151514.97,-0.086,13.7108
119183.75,-0.014,31.0632
101403.91,-0.0387,17.718
96178.21,-0.0582,29.1081
92465.68,-0.0435,22.3829
88670.875,-0.3382,0.2376
88094.336,-0.0374,14.4315
82885.97,-0.3089,2.5704
82513.53,-0.3545,8.1645
70740.26,-0.0104,9.7674
69097.64,-0.0138,10.9337
68680.734,-0.3383,5.8329
64018.387,-0.3367,2.3335
62693.582,-0.0302,13.6327
60107.582,-0.0119,24.4966
59058.113,-0.3149,3.4994
53529.89,-0.3389,5.5076
52632.957,-0.0136,10.4519
51707.293,-0.322,6.6749
50436.332,-0.0174,37.7951
49011.863,-0.0127,72.2125
43133.574,-0.0371,-100.0586
42643.234,-0.3485,8.067
41250.117,-0.0098,87.3816
40467.586,-0.0102,71.0468
37712.63,-0.0234,78.0531
33921.086,-0.0076,78.0531
33123.36,-0.0384,-95.3949
32616.885,-0.3459,2.9718
31117.15,-0.0457,-94.4737
30804.709,-0.014,81.5511
30056.596,-0.0151,86.9413
29812.225,-0.0373,-90.975
29753.867,-0.0332,-89.8084
26601.38,-0.013,57.6948
25735.477,-0.011,81.1107
19808.184,-0.0309,55.9809
19411.758,-0.0114,123.2982
15877.703,-0.0176,57.9463
15728.323,-0.0151,35.0032
14453.844,-0.0167,36.254
8364326,0.0777,-76.7963
7788990.5,0.0802,-69.9878
7399658,0.0771,-71.1946
7229066.5,0.0781,-66.666
6997677.5,0.0736,-70.9793
6332530.5,0.1169,-80.297
5834250,0.1198,-69.812
5757134.5,0.1154,-78.1511
5737718.5,0.118,-55.8037
5549021.5,0.1171,-45.3218
5495880.5,0.1156,-83.7955
5448373,0.1148,-77.9764
5182855.5,0.1161,-53.6596
4974287.5,0.1153,-79.3582
4958761.5,0.1158,-77.1621
4958464.5,0.1138,-81.6555
4895794,0.1149,-86.128
4642131.5,0.1138,-81.4762
4576201.5,0.1168,-54.8664
4504854,0.1128,-81.8276
4281717,0.1129,-82.8557
4115023.2,0.1157,-52.6719
4073127.2,0.112,-85.1537
3886146.8,0.1119,-85.1894
3765998,0.0769,-66.7248
3759672.8,0.1126,-83.8081
3714971.2,0.0725,-62.9361
3361928,0.0361,-75.6311
3334404.8,0.0345,-80.297
3222330.8,0.1112,-85.3256
3113943.2,0.0344,-83.7955
3032782,0.0335,-74.6929
2930636.8,0.032,-79.3582
2733048.5,0.0331,-75.6439
2700874.5,0.0337,-72.3196
2651331,0.0339,-67.4806
2638323,0.1109,-72.5565
2627818,0.1122,-69.934
2557126.5,0.0317,-82.994
2553661.5,0.033,-78.1511
2529773.8,0.0307,-82.8557
2499340,0.0319,-79.1421
2486288,0.1102,-74.599
2453838.8,0.1091,-77.2206
2359731.5,0.0322,-74.8295
2348662,0.0328,-81.6555
2255325.8,0.0308,-79.4946
2220360.8,0.0472,-80.6601
2130426,0.1131,-45.4429
2098071.2,0.1097,-78.0973
2062830.5,0.0274,-66.4357
2013937.1,0.0418,-72.2658
2006483,0.1117,-48.065
1997924.1,0.0261,-73.4333
1991140.4,0.1079,-80.7193
1876303,0.0252,-76.9313
1866846.6,0.0257,-70.2242
1772458.6,0.0153,-60.2159
1769336.5,0.0248,-76.0554
1768884.5,0.019,-69.5456
1748956.6,0.0401,-77.2206
1720137.1,0.0197,-69.2327
1717719.6,0.0183,-74.2106
1717719.6,0.036,-74.2106
1711466.4,0.0335,-69.2327
1631180.9,0.0189,-73.8977
1611478.4,0.0214,-79.5541
1455245.6,0.016,-77.3953
1450324.6,0.0151,-77.7093
1298171,0.0173,-78.561
1073317.8,0.0132,-60.2282
1066632.9,0.0166,-60.2282
1048601.5,0.0294,-69.5572
1033318.8,0.0097,-64.8491
1027582.7,0.0161,-70.7229
1026371.7,0.1079,-65.734
1021316.5,0.0333,-71.8893
1019698.75,0.0131,-60.1804
994078.3,0.1064,-67.2132
989916.3,0.0124,-70.684
977499.2,0.0262,-71.8513
966142.8,0.1051,-72.7309
954309.3,0.017,-75.3898
923087,0.0101,-75.3505
917020.44,0.1038,-73.0447
875059.7,0.1054,-76.2294
817033.75,0.1031,-76.542
707467.44,0.1057,-77.3953
686390.6,0.1038,-77.7093
599728.44,0.0151,-61.0499
593585.6,0.0157,-58.7174
578302.25,0.0305,-66.8811
563150.6,0.0134,-69.2134
548731.56,0.0145,-67.9644
535484.06,0.0273,-69.1313
514644.16,-0.0199,-70.9662
449383.28,0.0148,-72.6307
442964.84,0.1042,-68.3913
421433.12,0.0089,-73.8781
403367.12,0.1038,-73.0566
384143.62,0.0999,-68.3494
356246.84,0.1039,-74.2232
308953,0.0997,-73.0175
268944.38,0.0989,-74.1836
224689.45,-0.1251,-66.4888
216619.92,-0.0085,-68.6328
205225.48,-0.1252,-79.1311
205053.92,-0.1198,-68.8607
204059.95,-0.1268,-76.9844
199727.58,-0.1247,-70.1651
189059.67,0.1042,-62.2161
178784.42,0.1047,-63.2955
175593.25,-0.1272,-78.1911
168509.6,-0.1267,-75.6439
165054.06,0.103,-69.2134
157329.83,-0.1273,-78.328
150371.75,0.1025,-70.2963
145460.06,-0.1282,-76.8105
143295.45,0.0132,-61.7471
141045.38,0.0143,-60.9613
138191.72,0.0255,-64.0796
130919.46,0.0262,-66.793
129620.29,0.0138,-67.9585
124999.625,-0.1275,-62.0602
123783.73,0.0142,-69.1253
108975.73,-0.1294,-71.0997
107198.97,-0.0896,-66.3007
100202.23,0.0111,-68.7458
98791.41,-0.1313,-74.8881
85321.88,0.0136,-70.2912
83150.83,-0.1434,-70.0271
76431.74,-0.1353,-72.3599
75624,0.015,-69.912
72668.195,0.0377,-34.8249
69735.88,-0.1399,-65.1474
68429.945,0.0302,-30.1467
65970.29,0.0224,-61.8808
61664.8,-0.1328,-68.0656
58082.61,0.0083,-65.3797
50764.863,0.0116,-66.5465
47549.965,0.0421,-602.94
47368.355,-0.1329,-67.2132
40383.15,-0.1364,-63.6798
40173.125,-0.1364,-64.8491
39574.242,-0.1371,-66.0157
38218.074,-0.1346,-66.0574
36793.062,-0.1386,-67.1821
36380.793,0.0287,-21.9954
32633.799,0.103,-65.2462
29902.568,0.1048,-65.625
27809.338,0.0032,-63.4861
25571.385,0.0038,-64.6523
18455.527,0.0036,-63.3804
16586.928,0.0005,-62.2607
13721.206,0.0034,-61.046
10152.471,0.0981,-61.8808
8194935.5,0.0592,148.9941
7669530.5,0.0605,147.6224
7669226.5,0.0588,142.0079
7665552.5,0.0588,142.0079
7351169.5,0.0559,144.156
7349189.5,0.0577,144.156
7323866.5,0.0574,146.6616
7045996.5,0.0172,153.4857
7021812.5,0.0583,145.2897
6646448.5,0.0576,145.142
6319978,0.0552,143.975
6288909.5,0.0641,168.6454
6192697.5,0.0551,142.9585
6091805.5,0.0664,166.5031
6030263.5,0.015,146.3075
5818628,0.0552,144.3286
5705622.5,0.0562,169.7802
5543947.5,0.0491,173.1318
5540528,0.0622,168.4658
5483665,0.0644,171.1515
5451808.5,0.0568,141.7926
5442638,0.0577,138.5097
5442638,0.0564,138.5097
5383547,0.056,167.6688
5198302.5,0.0558,140.612
5141226,0.0545,141.6424
5129087.5,0.0548,143.1631
5075463,0.0561,140.6571
5075463,0.0537,140.6571
4977838,0.0544,140.4758
4917575,0.0623,172.1139
4537220.5,0.0526,138.3243
4508147,0.0532,138.144
4423143,0.0538,136.1772
4343105.5,0.0526,154.4147
4343105.5,0.0523,154.4147
4305911,0.0537,138.2792
4087155,0.0522,153.5495
4084753.2,0.0519,153.5495
4021831.8,0.0498,149.7494
4021831.8,0.0526,149.7494
3734689,0.0526,140.8297
3635674.8,0.0497,150.0493
3633252.8,0.0513,150.0493
3611532,0.0435,182.7047
3344716.8,0.0511,147.7183
3214553.8,0.0565,178.0397
3044144.2,0.0547,178.9167
3013895.2,0.0512,146.251
2988113.8,0.3572,143.1741
2926152,0.3819,143.1741
2895142.8,0.383,139.6754
2838244.8,0.3433,139.6754
2768776.2,0.345,146.6616
2765611,0.3787,152.4928
2744793.5,0.3806,146.6616
2636782,0.3794,146.4885
2611356.5,0.3803,142.9889
2609000.5,0.3413,145.3217
2575684,0.3408,144.156
2541132,0.3818,143.1631
2486325,0.336,145.5055
2372414,0.335,144.3286
2354404,0.3835,137.3429
2291937,0.3817,141.9967
2263818,0.3827,140.6571
2111782.2,0.3741,167.6688
2109430.2,0.3324,142.0079
2091442.9,0.3781,146.4563
2057921.6,0.3804,142.9585
1999742,0.3483,146.3075
1954629.5,0.3434,143.975
1948436,0.3769,147.473
1902457.5,0.3766,142.8079
1892365.4,0.3357,144.1246
1892276.5,0.3358,145.2897
1879616.4,0.046,161.4922
1878910.6,0.0463,159.1592
1833850.6,0.3768,170.9789
1830937.5,0.0479,155.6601
1819142.6,0.0455,154.4948
1817209.1,0.044,159.7543
1816498.6,0.0456,159.7543
1783841.6,0.0446,153.9233
1783841.6,0.0454,153.9233
1749761.5,0.3789,140.612
1689514.6,0.379,140.4758
1674940.5,0.3316,157.9697
1671816.4,0.0467,150.4239
1566090.5,0.0452,150.9952
1304045,0.3258,145.142
1053458.9,0.0499,183.65
1028303.25,0.3733,171.9649
1000451.3,0.3171,148.9941
998641.2,0.0476,184.2442
920280.06,0.3173,156.0016
820046.5,0.0431,158.1629
813752,0.0459,158.1629
808892.7,0.3374,159.3792
806255.44,0.0394,162.2706
803004.2,0.0388,158.7724
789837.75,0.0425,156.2982
787519.06,0.3725,159.3792
754085.5,0.0486,154.6631
754026.3,0.3344,160.2466
750426.5,0.3744,172.1139
742950.8,0.3731,153.5495
738140.8,0.3692,157.9139
734042.3,0.0475,153.4978
701493.8,0.3153,146.4563
687655,0.3699,150.9158
686378.44,0.3315,167.2509
678746.9,0.3122,151.1527
677638.4,0.3719,173.2794
645113.1,0.3711,150.0493
638826,0.3458,149.7494
625481.4,0.3138,145.142
566038.75,0.3109,149.9554
558509.75,0.3233,152.0824
492401.16,0.3759,147.418
489790.34,0.0463,182.6528
483444.62,0.3095,147.473
467747.84,0.0465,183.8194
445327.34,0.0423,183.2682
395081.6,0.3022,144.3398
387531.5,0.042,161.7108
383812.78,0.0431,160.5444
383621.62,0.0434,157.0457
345685.7,0.3127,157.9139
329493.22,0.0417,166.0582
326566.47,0.3125,162.8799
314201.06,0.0414,161.3924
307328.66,-0.0072,146.4563
305888.8,-0.0105,146.4885
294356.8,0.0403,157.8944
272337.2,0.3501,158.5872
266286.28,0.3271,158.5872
256002.39,0.3428,167.3234
255563.81,-0.0115,146.3075
255444.81,0.3655,157.4211
249487.67,-0.0107,144.3398
245105.64,0.3518,156.8269
245062.5,0.337,156.8269
243032.12,0.3662,156.8269
230518.2,0.3475,155.0892
214921.25,-0.0121,159.3792
184654.45,-0.0112,147.8275
183986.36,0.0414,163.9488
183544.17,0.0405,162.7836
168921.84,0.2901,147.8275
163200.05,0.3165,160.3256
151216.02,0.0439,159.2851
148990.97,0.371,153.3287
148136.34,0.3628,152.756
140764.55,0.0425,158.1189
136421.69,0.3101,159.7543
118486.97,0.3034,158.5872
114910.31,0.2857,148.6403
110265.13,0.0551,192.1598
101806.94,0.2861,147.6224
99687.48,0.3299,164.6045
98878.15,0.3345,165.7693
91917.62,0.3656,161.6607
90832.625,0.3424,160.4947
83572.88,0.3619,158.7724
83438.766,0.3462,158.7724
74921.86,0.2828,158.2132
72258.164,0.278,157.9139
61729.5,0.3622,156.996
59924.02,0.2901,146.4885
56493.23,0.0478,158.8072
53985.586,0.2876,147.473
45445.086,0.2862,146.3075
40437.04,0.2853,162.0866
39976.24,0.364,162.8778
29515.307,0.3604,162.5599
28724.787,0.3619,161.7108
21852.932,0.0484,158.3176
7851854.5,-0.0168,42.6865
7672276.5,-0.0282,41.331
7671195.5,-0.0109,43.854
