Ecoli time (s),Ecoli Intensity,S. typhimurium time (s),S. typhimurium Intensity
185.538,38,412.599,0
185.662,0,413.765,0
185.786,92,414.932,305
185.915,0,416.097,264
186.046,0,417.264,43
186.602,0,418.43,0
187.133,0,419.597,0
187.475,0,420.763,0
188.112,76,421.93,117
188.24,0,423.094,0
188.368,95,424.261,0
188.498,0,425.427,109
188.625,270,426.594,540
188.753,0,427.76,0
188.88,72,428.926,0
189.327,194,430.092,165
189.856,174,431.259,0
189.981,0,432.424,243
190.538,0,433.592,0
191.067,44,434.758,0
191.196,89,435.923,65
191.327,0,437.089,83
191.453,178,438.255,74
191.902,0,439.422,111
192.433,79,440.589,0
192.561,40,441.756,0
192.688,40,442.921,69
192.817,0,444.087,132
192.945,0,445.253,53
193.072,92,446.419,59
193.196,181,447.585,0
193.32,206,448.753,0
193.451,0,449.919,0
193.58,148,451.084,0
193.709,241,452.25,0
194.263,0,453.416,0
194.793,145,454.584,0
194.918,0,455.75,55
195.474,0,456.915,0
196.006,12,458.082,0
196.133,760,459.248,0
196.368,305,460.414,96
196.898,0,461.581,37
197.023,154,462.746,185
197.151,0,463.912,144
197.278,0,465.079,231
197.409,306,466.245,0
197.857,241,467.412,0
198.388,0,468.578,92
198.734,0,469.746,179
198.863,169,470.912,0
198.99,0,472.078,0
199.118,161,473.244,0
199.249,0,474.41,0
199.378,0,475.577,215
199.511,138,476.743,202
199.636,0,477.91,234
199.767,0,479.077,152
200.113,53,480.243,0
200.645,293,481.408,0
200.768,102,482.575,0
200.894,105,483.74,48
201.022,0,484.906,23
201.15,0,486.072,129
201.281,122,487.24,0
201.41,262,488.406,312
201.86,247,489.571,10
202.709,40,490.738,0
203.557,0,491.904,193
204.089,0,493.071,0
204.858,0,494.237,95
205.493,128,495.403,484
206.024,0,496.57,108
206.147,476,497.736,0
206.278,50,498.901,0
206.408,0,500.068,0
206.965,73,501.234,122
207.495,153,502.404,78
207.624,168,503.571,167
207.753,211,504.736,73
207.878,106,505.903,0
208.004,251,507.07,0
208.131,0,508.236,175
208.256,0,509.402,0
208.386,223,510.568,0
208.509,99,511.734,107
208.639,0,512.899,0
208.768,0,514.066,0
208.892,0,515.233,0
209.349,0,516.399,0
209.879,0,517.565,0
210.006,0,518.731,0
210.133,121,519.898,175
210.585,224,521.064,0
211.114,173,522.23,109
211.456,298,523.397,201
211.586,152,524.564,141
211.827,55,525.73,0
211.952,108,526.896,0
212.083,0,528.061,0
212.209,135,529.228,245
212.335,0,530.395,0
212.461,0,531.565,0
212.588,0,532.73,0
212.721,0,533.898,142
212.849,121,535.064,58
212.971,78,536.229,110
213.098,0,537.396,0
213.224,87,538.561,0
213.355,0,539.728,136
213.482,0,540.895,195
213.827,0,542.061,113
213.951,56,543.228,0
214.081,0,544.392,0
214.21,144,545.56,0
214.339,20,546.726,236
214.465,196,547.891,0
214.591,0,549.058,86
214.717,192,550.224,0
214.845,0,551.39,0
214.975,98,552.557,0
215.105,0,553.723,0
215.236,66,554.889,0
215.366,68,556.059,0
215.496,0,557.226,56
215.624,131,558.39,121
215.751,118,559.558,83
215.881,0,560.724,0
216.011,76,561.897,0
216.142,67,563.059,0
216.267,0,564.224,0
216.396,94,565.391,70
216.524,0,566.558,0
216.978,0,567.723,0
217.508,0,568.89,0
217.638,67,570.055,135
218.087,140,571.222,464
218.83,237,572.388,155
219.573,89,573.554,0
220.103,12,574.721,0
220.231,66,575.887,85
220.358,0,577.052,82
220.489,150,578.22,0
220.621,106,579.385,0
220.749,223,580.552,243
221.201,0,581.719,110
221.731,293,582.885,0
222.181,0,584.051,0
222.711,0,585.217,305
222.837,0,586.385,267
222.96,162,587.551,0
223.727,178,588.716,0
224.258,0,589.891,37
224.385,0,591.053,59
224.516,0,592.218,158
224.643,164,593.385,0
224.773,0,594.552,21
224.903,395,595.718,131
225.028,0,596.883,0
225.484,346,598.049,207
226.013,94,599.216,0
226.141,0,600.382,44
226.272,0,601.548,129
226.402,61,602.716,0
226.529,109,603.882,0
226.655,0,605.048,0
226.775,0,606.214,116
226.9,215,607.379,0
227.03,0,608.547,0
227.59,0,609.712,0
228.121,0,610.879,0
228.243,0,612.045,0
228.373,122,613.211,261
228.498,0,614.377,58
229.057,0,615.543,200
229.587,232,616.709,25
229.715,267,617.875,0
229.845,0,619.043,0
229.973,0,620.209,0
230.425,0,621.374,0
230.954,0,622.541,0
231.08,215,623.707,363
231.535,143,624.873,83
232.064,23,626.04,0
232.41,0,627.205,74
232.94,9,628.373,0
233.071,108,629.538,0
233.197,268,630.704,185
233.328,115,631.872,104
233.78,77,633.036,0
234.309,0,634.202,0
234.435,0,635.369,0
234.564,380,636.535,138
234.689,225,637.702,39
234.82,148,638.868,133
234.943,0,640.034,0
235.07,105,641.201,0
235.628,0,642.367,31
236.477,0,643.533,23
236.605,94,644.699,78
236.735,173,645.865,69
237.289,202,647.032,0
238.031,0,648.198,131
238.562,0,649.365,238
238.69,157,650.53,47
238.821,71,651.697,0
239.274,0,652.862,0
239.804,0,654.029,0
239.934,273,655.194,0
240.063,199,656.361,0
240.19,238,657.528,0
240.319,0,658.694,0
240.449,47,659.86,30
241.003,0,661.026,0
241.534,0,662.192,0
241.989,89,663.358,229
242.519,45,664.525,0
242.645,0,665.691,0
242.775,71,666.859,0
242.901,88,668.023,0
243.027,175,669.189,0
243.153,288,670.356,311
243.284,0,671.523,24
243.736,0,672.688,0
244.267,94,673.854,58
244.399,70,675.021,0
244.529,320,676.188,142
244.66,0,677.354,543
245.217,155,678.521,73
245.748,158,679.687,0
245.878,166,680.853,103
246.644,216,682.019,0
247.491,65,683.185,275
248.445,23,684.352,373
249.506,0,685.519,0
250.672,160,686.684,924
251.626,0,687.85,0
252.474,92,689.016,0
253.323,57,690.183,2039
254.17,147,691.348,2484
255.337,176,692.514,3022
256.505,0,693.682,1991
257.458,0,694.847,2040
258.2,0,696.013,1808
258.327,95,697.18,1175
258.458,200,698.347,0
258.912,153,699.513,0
259.867,0,700.678,826
260.503,120,701.844,0
260.631,0,703.012,0
260.76,268,704.177,151
260.879,0,705.344,85
261.008,0,706.509,74
261.464,0,707.676,0
261.994,11,708.843,0
262.124,0,710.009,65
262.25,72,711.175,246
262.703,0,712.341,87
263.233,0,713.506,0
263.358,146,714.674,0
263.482,0,715.839,0
263.936,210,717.006,125
264.466,247,718.171,47
265.023,0,719.339,0
265.977,104,720.506,0
266.507,0,721.671,0
266.74,0,722.837,96
267.271,346,724.005,0
267.396,409,725.17,0
267.849,47,726.337,0
268.591,0,727.503,0
268.937,25,728.669,0
269.493,0,729.835,0
270.447,0,731.001,0
270.977,190,732.167,0
271.431,0,733.334,0
272.597,0,734.5,583
273.764,162,735.666,0
274.93,139,736.834,0
276.098,132,737.999,145
276.839,0,739.166,921
277.688,45,740.332,0
278.853,0,741.497,114
279.701,161,742.663,405
280.232,140,743.83,694
280.791,0,744.995,419
281.745,131,746.163,346
282.276,50,747.329,0
282.404,160,748.495,30
282.537,241,749.662,0
282.878,11,750.827,38
284.044,0,751.993,0
284.68,120,753.16,179
285.235,0,754.326,76
286.084,0,755.492,21
287.037,0,756.659,0
287.78,110,757.826,0
288.628,0,758.991,226
289.158,233,760.159,74
289.716,141,761.325,209
290.246,0,762.491,237
290.694,274,763.656,55
291.223,183,764.823,61
291.569,0,765.99,100
292.126,0,767.156,106
292.656,82,768.323,0
292.786,165,769.487,43
292.918,0,770.654,91
293.046,104,771.82,0
293.178,0,772.987,125
293.737,0,774.152,0
294.69,236,775.319,0
295.433,75,776.486,0
295.964,80,777.651,0
296.093,0,778.818,0
296.544,202,779.983,0
297.499,0,781.149,0
298.029,356,782.316,0
298.159,407,783.483,0
298.292,128,784.648,0
298.421,176,785.815,0
298.87,0,786.982,29
299.399,197,788.147,296
299.746,0,789.314,0
300.278,0,790.481,0
300.408,132,791.646,0
300.537,129,792.812,0
300.661,277,793.979,0
300.791,0,795.144,0
300.924,155,796.311,0
301.052,0,797.477,70
301.499,0,798.643,115
302.03,163,799.811,89
302.587,314,800.975,140
303.117,0,802.141,0
303.891,82,803.308,0
304.42,74,804.475,118
304.875,0,805.64,53
305.618,418,806.807,240
306.572,116,807.974,0
307.739,0,809.14,0
308.693,581,810.306,218
309.141,0,811.473,0
309.672,255,812.639,121
309.805,0,813.806,0
310.257,170,814.972,245
310.789,207,816.138,0
310.916,119,817.303,96
311.047,0,818.471,189
311.178,0,819.637,0
311.954,331,820.802,230
313.12,115,821.969,580
314.285,0,823.14,0
315.134,122,824.306,634
316.301,0,825.472,558
317.466,206,826.639,811
318.42,0,827.804,652
318.981,101,828.971,776
319.83,0,830.137,1344
320.677,167,831.303,798
321.208,316,832.469,808
321.336,123,833.636,530
321.466,439,834.802,704
321.591,159,835.969,250
321.723,247,837.135,0
321.852,0,838.3,0
321.977,139,839.468,0
322.102,0,840.634,226
322.229,0,841.799,135
322.359,48,842.966,178
322.487,20,844.133,10
322.934,0,845.299,0
323.465,208,846.465,0
323.589,0,847.631,0
323.715,0,848.798,0
323.843,83,849.963,0
323.968,189,851.129,49
324.527,0,852.295,117
325.056,0,853.462,0
325.511,0,854.629,146
326.042,0,855.793,0
326.171,181,856.961,244
326.3,0,858.126,66
326.428,0,859.293,0
326.558,162,860.459,0
326.686,9,861.626,0
326.816,0,862.793,0
326.943,212,863.958,197
327.073,9,865.124,111
327.205,253,866.29,0
327.334,76,867.456,0
327.461,0,868.623,72
328.016,0,869.789,0
328.548,218,870.955,313
328.678,0,872.122,0
328.803,0,873.287,0
328.934,148,874.454,0
329.063,99,875.62,0
329.193,68,876.786,217
329.324,211,877.953,148
329.451,232,879.118,99
329.576,75,880.285,102
329.705,141,881.452,0
329.829,0,882.618,293
329.957,0,883.783,0
330.086,49,884.949,322
330.216,0,886.116,0
330.346,0,887.282,136
330.471,0,888.448,49
330.6,335,889.614,0
330.729,383,890.781,114
330.86,0,891.947,0
330.986,21,893.114,110
331.118,58,894.279,0
331.571,267,895.447,272
332.1,92,896.613,203
332.227,96,897.779,117
332.358,0,898.944,0
332.81,144,900.11,0
333.447,0,901.276,152
333.576,161,902.443,134
333.708,117,903.609,196
334.164,89,904.776,0
334.694,114,905.942,140
335.253,0,907.109,315
335.783,0,908.274,232
335.91,0,909.44,0
336.042,0,910.607,0
336.173,239,911.773,339
336.301,187,912.941,0
336.429,295,914.106,0
336.987,0,915.272,0
337.516,220,916.439,0
337.647,0,917.605,38
337.779,0,918.772,0
337.908,227,919.938,0
338.04,214,921.103,0
338.601,0,922.27,106
339.131,0,923.435,0
339.263,77,924.602,0
339.712,56,925.768,22
340.242,48,926.934,0
340.804,0,928.101,0
341.652,42,929.268,0
342.394,0,930.434,0
343.135,77,931.601,0
343.905,199,932.768,0
345.072,431,933.935,0
346.238,558,935.101,0
347.404,252,936.267,549
348.358,194,937.432,137
349.312,125,938.598,141
350.478,81,939.765,0
351.009,0,940.931,46
351.783,90,942.097,80
352.949,0,943.264,30
353.692,150,944.431,48
354.434,0,945.596,0
355.601,56,946.762,99
356.554,0,947.929,177
357.085,68,949.095,63
357.433,181,950.262,95
358.387,0,951.427,0
359.341,0,952.594,227
360.084,202,953.76,160
360.613,0,954.927,0
360.739,134,956.092,97
361.191,163,957.259,0
362.144,170,958.425,0
362.887,0,959.593,166
363.735,172,960.76,154
364.265,0,961.926,309
364.396,53,963.092,0
364.527,427,964.258,329
364.657,0,965.425,0
365.005,143,966.591,127
365.746,0,967.758,203
365.875,0,968.924,0
366.003,0,970.089,0
366.35,0,971.256,0
366.483,427,972.423,0
366.618,208,973.59,263
366.746,267,974.755,0
366.878,0,975.921,162
367.327,209,977.087,205
367.858,0,978.254,0
368.416,91,979.419,379
368.946,156,980.592,0
369.074,0,981.758,87
369.206,0,982.924,0
369.335,192,984.091,0
369.574,0,985.257,72
369.703,78,986.423,0
369.833,0,987.589,115
370.289,0,988.756,0
370.819,102,989.921,135
370.947,122,991.087,0
371.077,130,992.254,408
371.205,166,993.421,89
371.336,123,994.586,171
371.463,0,995.753,0
371.591,0,996.92,0
372.145,0,998.087,0
372.675,0,999.254,133
373.02,0,1000.42,0
373.15,365,1001.586,0
373.606,22,1002.751,722
374.052,180,1003.918,330
374.179,0,1005.085,103
374.74,0,1006.252,150
375.906,0,1007.418,886
376.754,90,1008.584,0
377.603,0,1009.75,0
378.132,0,1010.916,0
378.689,128,1012.083,314
379.219,172,1013.25,171
379.558,0,1014.415,0
380.407,0,1015.581,0
381.573,0,1016.748,0
382.527,183,1017.915,0
383.483,115,1019.08,0
384.011,0,1020.246,0
384.463,81,1021.413,127
384.993,135,1022.579,0
385.229,0,1023.745,264
386.183,0,1024.911,123
387.138,0,1026.078,0
387.881,0,1027.244,0
389.048,0,1028.41,153
390.212,0,1029.576,0
391.378,106,1030.743,270
392.226,61,1031.908,0
393.394,0,1033.076,62
394.029,69,1034.241,28
394.984,73,1035.408,0
395.938,173,1036.574,118
396.468,687,1037.742,0
396.599,177,1038.908,140
396.727,0,1040.075,216
396.856,0,1041.241,0
396.984,61,1042.408,0
397.115,518,1043.574,0
397.238,202,1044.74,203
397.369,0,1045.907,0
397.497,0,1047.072,145
397.624,176,1048.239,0
398.181,0,1049.406,79
398.711,211,1050.572,0
398.839,184,1051.738,207
398.966,242,1052.903,43
399.09,0,1054.071,109
399.22,213,1055.236,0
399.352,308,1056.403,0
399.803,274,1057.569,149
400.332,0,1058.735,0
400.462,0,1059.901,61
400.592,225,1061.068,344
400.721,326,1062.234,0
400.85,0,1063.399,0
401.195,0,1064.567,0
402.043,9,1065.732,0
402.891,0,1066.898,328
403.74,127,1068.064,102
404.27,240,1069.232,153
405.038,0,1070.397,56
405.569,121,1071.563,85
405.694,0,1072.729,301
406.151,0,1073.896,0
406.681,0,1075.062,0
407.131,0,1076.228,0
407.662,0,1077.395,0
407.791,124,1078.561,0
408.349,106,1079.726,97
409.091,0,1080.893,0
409.621,0,1082.06,0
409.753,0,1083.225,68
409.878,178,1084.392,62
410.008,77,1085.559,404
410.135,85,1086.724,346
410.695,0,1087.891,0
411.649,0,1089.056,0
412.604,0,1090.224,0
413.135,0,1091.39,0
413.701,0,1092.555,0
414.23,0,1093.723,0
414.359,97,1094.889,0
414.487,0,1096.054,0
414.615,148,1097.221,0
414.747,0,1098.387,0
415.307,0,1099.554,573
416.05,165,1100.719,0
416.686,88,1101.885,0
416.81,0,1103.051,0
416.94,0,1104.218,0
417.502,104,1105.384,213
418.032,0,1106.55,120
418.38,110,1107.717,0
419.122,0,1108.883,113
419.653,38,1110.049,127
419.889,0,1111.216,294
420.014,212,1112.382,308
420.467,0,1113.548,0
421.42,0,1114.713,0
422.375,498,1115.88,0
423.222,192,1117.045,91
423.754,294,1118.213,0
423.995,139,1119.378,0
425.16,236,1120.544,133
426.326,0,1121.711,0
427.493,0,1122.877,0
428.659,0,1124.047,327
429.826,0,1125.212,279
430.992,223,1126.38,125
432.158,129,1127.546,0
433.323,130,1128.711,344
434.49,0,1129.877,234
435.657,0,1131.043,0
436.822,0,1132.21,0
437.883,491,1133.376,152
439.049,155,1134.543,290
440.216,0,1135.708,0
441.064,147,1136.876,0
441.836,383,1138.041,0
443.002,0,1139.208,0
443.956,86,1140.373,0
444.805,46,1141.54,207
445.97,0,1142.707,0
446.819,62,1143.872,151
447.986,286,1145.038,0
449.152,43,1146.204,0
450.318,0,1147.371,77
451.484,572,1148.543,160
452.65,0,1149.708,61
453.817,127,1150.875,0
454.559,0,1152.041,132
455.195,0,1153.208,168
455.544,0,1154.373,0
456.393,261,1155.539,0
457.559,248,1156.706,0
458.725,188,1157.872,0
459.891,373,1159.038,416
461.058,225,1160.204,0
462.224,339,1161.37,0
463.39,0,1162.536,0
464.557,0,1163.709,0
465.723,219,1164.871,0
466.571,279,1166.038,0
467.737,65,1167.204,169
468.585,291,1168.37,0
469.752,182,1169.536,0
470.599,156,1170.702,0
471.766,166,1171.868,0
472.932,0,1173.035,1166
473.887,261,1174.201,0
474.84,157,1175.367,0
475.37,33,1176.533,158
475.93,116,1177.7,165
476.46,0,1178.866,600
476.585,0,1180.035,214
476.717,0,1181.202,290
477.063,210,1182.367,305
478.23,216,1183.533,0
478.972,0,1184.7,221
479.212,119,1185.866,0
479.775,219,1187.033,632
480.728,0,1188.199,307
481.895,247,1189.366,0
483.061,0,1190.531,0
484.016,244,1191.699,0
484.863,0,1192.864,0
486.029,219,1194.031,0
487.196,0,1195.196,169
488.361,73,1196.363,0
489.528,416,1196.893,898
490.695,314,1197.672,0
491.861,0,1198.839,0
493.026,530,1200.004,0
494.193,0,1201.172,0
495.358,275,1202.337,0
496.525,393,1203.503,0
497.692,0,1204.67,0
498.857,99,1205.837,0
499.388,0,1207.003,0
499.945,334,1208.169,0
500.9,458,1209.334,0
501.643,0,1210.501,0
502.172,0,1211.667,0
502.521,0,1212.834,0
503.687,45,1213.999,0
504.534,113,1215.166,0
505.702,0,1216.332,0
506.868,213,1217.499,0
507.715,336,1218.665,0
508.882,0,1219.831,0
510.049,0,1220.996,0
511.214,229,1222.163,138
512.381,86,1223.329,0
513.547,0,1224.495,0
514.712,0,1225.661,44
515.88,109,1226.829,0
517.045,0,1227.994,0
517.893,0,1229.16,70
519.059,0,1230.328,157
520.225,122,1231.494,0
521.392,0,1232.661,0
522.558,0,1233.826,0
523.724,0,1234.992,196
524.891,0,1236.159,0
526.057,146,1237.326,0
527.223,162,1238.493,358
528.389,0,1239.659,0
529.556,220,1240.826,317
530.616,0,1241.991,401
531.782,75,1243.157,0
532.949,0,1244.323,12
534.115,0,1245.489,0
535.281,0,1246.656,297
536.447,0,1247.822,0
537.614,0,1248.989,0
538.779,118,1250.155,0
539.946,37,1251.32,0
541.119,136,1252.487,142
542.069,115,1253.654,0
542.917,171,1254.819,0
543.765,0,1255.986,0
544.614,82,1257.153,0
545.673,226,1258.319,0
546.84,137,1259.485,217
548.006,0,1260.65,0
548.854,0,1261.816,0
549.384,0,1262.983,0
550.155,123,1264.148,129
551.003,52,1265.316,0
552.17,44,1266.482,0
553.335,0,1267.648,0
554.503,0,1268.814,0
555.668,202,1269.98,229
556.834,376,1271.146,205
557.685,0,1272.313,59
558.851,0,1273.479,0
560.018,153,1274.645,0
561.184,88,1275.811,177
562.352,319,1276.977,0
563.516,158,1278.144,166
564.684,0,1279.31,224
565.849,0,1280.477,109
567.015,0,1281.642,198
568.181,0,1282.808,121
569.348,0,1283.975,159
570.515,201,1285.142,0
571.68,0,1286.307,0
572.848,0,1287.473,638
574.013,24,1288.64,0
575.179,217,1289.806,709
576.345,0,1290.972,423
577.512,83,1292.139,1531
578.677,21,1293.304,575
579.844,247,1294.47,582
581.009,186,1295.638,1058
582.177,0,1296.803,861
583.342,0,1297.969,949
584.509,101,1299.137,897
585.676,25,1300.302,1225
586.842,0,1301.469,662
588.008,0,1302.634,361
589.174,0,1303.801,1051
590.127,528,1304.966,432
591.295,0,1306.133,489
592.249,0,1307.3,322
592.779,25,1308.465,193
593.552,216,1309.632,0
594.295,0,1310.798,386
594.825,0,1311.964,0
595.599,390,1313.13,342
596.766,0,1314.296,0
597.403,0,1315.463,514
597.646,0,1316.63,0
598.813,90,1317.795,0
599.978,196,1318.963,0
601.144,0,1320.128,134
602.31,0,1321.295,0
603.476,296,1322.462,126
604.642,0,1323.628,0
605.81,0,1324.794,0
606.975,0,1325.96,134
608.141,188,1327.125,0
609.307,0,1328.292,0
610.473,0,1329.458,224
611.642,0,1330.626,63
612.807,0,1331.79,0
613.973,310,1332.957,196
615.139,45,1334.123,0
616.307,108,1335.29,207
617.473,0,1336.456,185
618.64,182,1337.622,71
619.805,0,1338.788,62
620.972,99,1339.955,92
622.138,0,1341.121,0
623.304,0,1342.288,338
624.469,0,1343.453,0
625.637,94,1344.619,0
626.803,0,1345.785,546
627.969,470,1346.952,0
629.135,78,1348.118,0
629.984,0,1349.285,584
630.514,0,1350.45,104
630.861,165,1351.616,164
632.026,265,1352.783,172
632.558,170,1353.949,263
633.327,116,1355.115,618
634.494,212,1356.281,439
635.659,221,1357.45,678
636.825,0,1358.615,481
637.992,0,1359.782,377
639.159,21,1360.948,113
640.324,0,1362.114,199
641.491,0,1363.28,368
642.656,0,1364.446,0
643.822,169,1365.612,0
644.989,0,1366.778,520
646.155,0,1367.945,150
647.321,419,1369.111,0
648.487,0,1370.278,532
649.655,223,1371.446,0
650.82,125,1372.612,289
651.986,128,1373.778,0
653.153,0,1374.944,0
654.319,0,1376.112,0
655.485,22,1377.277,293
656.651,125,1378.443,0
657.818,98,1379.608,0
658.984,107,1380.775,254
660.15,80,1381.942,150
661.316,0,1383.108,0
662.482,0,1384.274,391
663.648,0,1385.441,0
664.815,258,1386.606,0
665.981,105,1387.772,153
667.147,40,1388.939,0
668.315,0,1390.105,0
669.481,0,1391.271,0
670.648,236,1392.437,0
671.814,0,1393.603,0
672.98,0,1394.77,246
674.148,0,1395.937,0
675.313,0,1397.103,79
676.479,0,1398.269,0
677.646,58,1399.435,62
678.811,50,1400.601,0
679.978,0,1401.768,0
681.145,20,1402.934,0
682.31,0,1404.101,0
683.476,0,1405.266,0
684.643,0,1406.432,176
685.809,116,1407.599,0
686.975,0,1408.765,0
688.142,0,1409.93,207
689.307,0,1411.098,0
690.474,0,1412.263,0
691.639,60,1413.43,0
692.806,246,1414.596,598
693.973,257,1415.763,0
695.139,334,1416.929,685
696.304,192,1418.095,983
697.471,563,1419.261,764
698.638,975,1420.428,0
699.804,747,1421.594,985
700.97,364,1422.759,1179
702.136,0,1423.927,0
703.302,323,1425.092,1386
704.468,747,1426.258,0
705.634,200,1427.424,461
706.801,442,1428.591,0
707.966,0,1429.757,564
709.133,0,1430.923,0
710.299,0,1432.09,1036
711.467,819,1433.257,1145
712.632,0,1434.421,2231
713.798,42,1435.588,3276
714.965,275,1436.754,5692
716.13,65,1437.92,8348
717.296,0,1439.087,10988
718.463,286,1440.254,15191
719.629,0,1441.419,14912
720.795,301,1442.586,14631
721.961,0,1443.751,14661
723.128,71,1444.919,12976
724.294,0,1446.084,8945
725.461,10,1447.251,9683
726.626,0,1448.416,5191
727.794,124,1449.583,4513
728.959,49,1450.75,3023
730.125,246,1451.915,2097
731.291,130,1453.083,1293
732.458,187,1454.248,1360
733.624,123,1455.413,873
734.79,39,1456.58,1094
735.956,0,1457.746,972
737.122,0,1458.913,0
738.289,192,1460.079,1100
739.455,282,1461.245,1068
740.621,0,1462.412,354
741.575,0,1463.578,459
742.742,148,1464.745,553
743.908,139,1465.911,342
745.074,34,1467.078,0
746.24,293,1468.244,453
747.406,0,1469.409,74
748.572,10,1470.576,726
749.739,0,1471.742,114
750.905,143,1472.908,0
752.072,250,1474.075,0
753.237,69,1475.241,182
754.404,79,1476.407,449
755.571,0,1477.573,0
756.736,0,1478.739,0
757.903,43,1479.905,461
759.068,0,1481.071,0
760.235,247,1482.238,0
761.401,50,1483.405,0
762.567,0,1484.57,0
763.734,0,1485.737,0
764.899,0,1486.903,97
766.066,381,1488.07,0
767.232,191,1489.236,0
768.398,57,1490.402,0
769.564,0,1491.567,157
770.731,0,1492.733,89
771.896,114,1493.901,118
773.064,0,1495.066,123
774.229,449,1496.232,260
775.397,0,1497.399,349
776.561,0,1498.566,506
777.728,0,1499.732,354
778.894,149,1500.897,479
780.06,175,1502.064,1047
781.226,22,1503.23,1338
782.394,23,1504.396,1762
783.559,20,1505.562,0
784.726,228,1506.728,2839
785.892,0,1507.895,2608
787.058,0,1509.061,2391
788.224,0,1510.227,2312
789.391,185,1511.394,1841
790.556,0,1512.561,1947
791.723,0,1513.726,1341
792.889,0,1514.892,1598
794.055,0,1516.058,1188
795.221,0,1517.224,1466
796.387,81,1518.39,997
797.554,0,1519.558,1443
798.721,0,1520.725,1025
799.887,0,1521.891,848
801.052,0,1523.058,1410
802.219,0,1524.223,2199
803.385,0,1525.39,1994
804.551,0,1526.555,3074
805.717,240,1527.722,3592
806.884,87,1528.888,3455
808.05,157,1530.053,3951
809.216,194,1531.22,3810
810.382,0,1532.386,2935
811.548,0,1533.553,3731
812.714,0,1534.719,2471
813.881,289,1535.885,2097
815.047,0,1537.051,1637
816.213,0,1538.217,1027
817.379,0,1539.384,1166
818.546,135,1540.549,662
819.711,120,1541.717,685
820.878,0,1542.883,407
822.044,0,1544.049,822
823.212,0,1545.219,195
824.378,0,1546.385,656
825.544,49,1547.551,312
826.711,0,1548.718,476
827.877,57,1549.883,0
829.043,90,1551.05,446
830.209,0,1552.216,0
831.374,49,1553.383,319
832.542,0,1554.55,472
833.707,115,1555.717,0
834.873,0,1556.882,647
836.041,162,1558.049,711
837.206,0,1559.214,363
838.373,0,1560.381,947
839.54,195,1561.547,575
840.705,0,1562.714,0
841.872,137,1563.88,0
843.039,382,1565.045,0
844.204,120,1566.212,512
845.371,0,1567.383,0
846.538,179,1568.548,517
847.704,0,1569.714,405
